unit,hhtyp,indic_il,geo\time	2022 	2021 	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 
NAC,A_GE2_NDCH,MEI_E,DE	21061 b	20756 	21174 b	17833 	17153 	17046 	16322 	15080 	14278 	14166 	14076 	14116 	14030 	13726 	13717 	13504 	9948 	12146 	: 	: 
NAC,A_GE2_NDCH,MEI_E,DK	209961 b	203685 	190126 b	193912 	195106 	170584 	162058 	155840 	150113 	146817 	151047 	152008 b	148979 	123526 	149340 	145355 	138010 	134046 	125964 	114420 
NAC,A_GE2_NDCH,MEI_E,EE	13472 	11059 	11004 	10041 	9220 	8188 	7767 	7416 	6537 b	5561 	5099 	4669 	4984 	5846 	5198 	4282 	3536 	2772 	2507 	: 
NAC,A_GE2_NDCH,MEI_E,EL	6544 b	5746 	5668 	5121 	4735 	4359 	4017 	3994 	3959 	4507 	5240 	7110 	8929 	8404 	7907 	7852 	7234 	6998 	6536 	6241 
NAC,A_GE2_NDCH,MEI_E,ES	12626 b	11521 	12044 	11356 	11110 	10797 	10288 	10003 	10062 	10635 	11384 	11453 	12667 	13487 	13038 b	10069 	9506 	9029 	8081 	: 
NAC,A_GE2_NDCH,MEI_E,FI	20826 	20103 	20824 	19995 	19706 	18744 	18347 	18740 	18852 	18878 	18505 	17321 	16930 	17977 	17423 	15528 	14834 	14878 	13642 	: 
NAC,A_GE2_NDCH,MEI_E,FR	14899 b	13949 	13563 b	16580 	15086 	15691 	15413 	15907 	15681 	15938 	16427 	15657 	15153 	15452 	14509 b	10401 	10145 	10424 	10746 	: 
NAC,A_GE2_NDCH,MEI_E,HR	51341 b	42852 	41100 	38272 	34697 	34860 	32154 	31603 	30381 	29152 	29637 	30369 	34614 	: 	: 	: 	: 	: 	: 	: 
NAC,A_GE2_NDCH,MEI_E,HU	2121950 b	1887357 	1687446 	1455728 	1323864 	1188545 	1148735 	1086796 	1011755 	929852 	899517 	884491 	768804 	802864 	765612 	774005 	787485 	612582 	: 	: 
NAC,A_GE2_NDCH,MEI_E,IE	25733 b	23253 	23329 b	23439 	22826 	20726 	17641 	17335 	16015 	15927 	15626 	15845 	17125 	19277 	21979 	21898 	19735 	18208 	17207 	16261 
NAC,A_GE2_NDCH,MEI_E,IS	: 	: 	: 	: 	4300154 	4131079 	3787290 	3410558 	3124974 	2945156 	2697882 	2701299 	3020380 	3485422 	2848509 	2468083 	2219425 	1959548 	1811266 	: 
NAC,A_GE2_NDCH,MEI_E,IT	12835 b	11939 	12592 	12152 	11862 	11544 	11229 	10681 	10724 	11036 	11648 	11307 	11685 	11628 	11333 	11237 	10977 	10655 	10117 	: 
NAC,A_GE2_NDCH,MEI_E,LT	10150 b	9304 	8010 	7296 	6620 	6452 	5768 	5239 	16513 	14658 	13210 	11323 	12475 	15573 	13528 	11426 	8202 	6728 	: 	: 
NAC,A_GE2_NDCH,MEI_E,LU	36297 b	29679 b	23646 b	25961 	23298 	24632 	22568 b	26466 	25326 	26531 	25761 	23991 	26233 	26016 	24743 	24688 	22586 	22122 	20567 	21182 
NAC,A_GE2_NDCH,MEI_E,LV	8654 b	8524 	7781 	7651 	6720 	6139 	5710 	5317 	4862 	4301 	3885 	3460 	3998 	5507 	5136 	3294 	2764 	1941 	: 	: 
NAC,A_GE2_NDCH,MEI_E,ME	4152 	3545 	3623 	3367 	3239 	2831 	2769 	2733 	2656 	2655 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,A_GE2_NDCH,MEI_E,MK	: 	: 	152752 	135864 	137811 	128301 	121578 	110669 	95549 	93705 	94136 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,A_GE2_NDCH,MEI_E,MT	17229 b	16001 	15526 	14023 	13169 	12957 	11948 	11901 	11404 	10786 	10614 	10309 	10138 	10292 	9764 	8594 	3841 	3505 	: 	: 
NAC,A_GE2_NDCH,MEI_E,NL	21782 b	20839 	20694 	19285 	18716 	18525 	17955 b	16613 	16176 	16483 	16057 	16434 	16831 	17314 	16505 	15572 	14718 	14747 	: 	: 
NAC,A_GE2_NDCH,MEI_E,NO	331218 	309401 b	315839 	306391 	260925 	288803 	272831 	264174 	263463 	259247 	245877 	208388 	219768 	238110 	217270 	188341 	174130 	219535 	190304 	202735 
NAC,A_GE2_NDCH,MEI_E,PL	32638 b	28038 	26128 	24036 	21405 	20604 	19179 	18148 	18086 	17687 	17088 	16208 	15349 	14702 	12692 	10385 	9306 	8631 	: 	: 
NAC,A_GE2_NDCH,MEI_E,PT	7942 b	6940 b	6858 	6264 	5650 	5242 	4956 	4821 	4926 	5502 	5645 	6852 	6782 	7038 	6737 	6343 	6121 	6190 	5805 	: 
NAC,A_GE2_NDCH,MEI_E,RO	20717 b	18397 	17032 	15347 	12717 	9721 	8885 	8239 	7463 	7040 	6726 	6743 	6731 	6302 	5453 	4864 	: 	: 	: 	: 
NAC,A_GE2_NDCH,MEI_E,RS	: 	349029 	329811 	279736 	219491 	206861 	209927 	185364 	174883 	194680 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,A_GE2_NDCH,MEI_E,SE	221513 	182009 	181477 	175592 	175687 	173443 	165592 	157874 	151681 	149880 	146081 	133746 	132587 	141327 	130124 b	142717 	141193 	134600 	128088 	: 
NAC,A_GE2_NDCH,MEI_E,SI	11121 b	9853 	9833 	9144 	8306 	7921 	7454 	7419 	7349 	7221 	7469 	7880 	7714 	7935 	7020 	6483 	1482278 	1330768 	: 	: 
NAC,A_GE2_NDCH,MEI_E,SK	6519 b	6036 	6608 	6496 	6057 	6040 	5808 	5471 	5879 	5433 	5878 	5358 	5262 	4755 	129733 	119133 	105992 	89243 	: 	: 
NAC,A_GE2_NDCH,MEI_E,TR	: 	22057 	21371 	18914 	16107 	14970 	13408 	11334 	9988 	9200 	9311 	8341 	7332 	7616 	6634 	6459 	5199 	: 	: 	: 
NAC,A_GE2_NDCH,MEI_E,UK	: 	: 	: 	: 	17795 	17696 b	15573 	15952 	15425 	14179 	13488 b	14482 	14180 	14361 	14617 	13799 	12830 	12503 	: 	: 
NAC,A_GE2_NDCH,MEI_E,XK	: 	: 	: 	: 	2724 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,HH_DCH,MED_E,AL	: 	250000 	250640 	224151 	213714 	185717 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,HH_DCH,MED_E,AT	21594 b	20889 	20277 	18921 	19089 	18341 	17545 	17337 	17286 	16383 	16176 	15738 	15738 	15651 	14736 b	13781 	13336 	12996 	12478 	11533 
NAC,HH_DCH,MED_E,BE	23754 b	21791 	22285 	21040 b	20870 	20171 	19957 	18918 	19166 	19234 	17592 	17055 	16909 	16873 	15856 	15276 	15536 	14278 	13461 	13749 
NAC,HH_DCH,MED_E,BG	8300 b	7637 	7533 	6725 	5560 	5562 	4724 b	5160 	4620 	4483 	4491 	4532 	4723 	4872 	3655 	2436 	2034 	: 	: 	: 
NAC,HH_DCH,MED_E,CH	40649 	39462 	39129 	38874 	38450 	38608 	38717 	39170 	37725 b	40644 	39493 	38350 	38048 	37857 	36462 	35343 	: 	: 	: 	: 
NAC,HH_DCH,MED_E,CY	16404 b	14905 	15002 	14634 	13513 	12655 	12246 	11944 	12597 	13828 	14915 	15194 	14460 	15075 	8440 b	8657 	7841 	7177 	: 	: 
NAC,HH_DCH,MED_E,CZ	282647 b	247502 	251885 	241503 	223364 	204465 	192543 	184564 	173990 	167231 	164329 	159030 	157425 	155954 	139104 	128674 	119003 	112174 	: 	: 
NAC,HH_DCH,MED_E,DE	20519 b	19841 	22341 b	20115 	19155 	18502 	18098 	17622 	16705 	16730 	16847 	15584 	15836 	15639 	15558 	14813 	12373 	13058 	: 	: 
NAC,HH_DCH,MED_E,DK	241790 b	228770 	217841 b	225973 	216729 	214939 	208448 	204277 	200215 	197045 	193656 	189949 b	181197 	172875 	172331 	164290 	156033 	153546 	146764 	143155 
NAC,HH_DCH,MED_E,EE	13583 	11144 	10523 	10166 	9452 	8072 	7723 	7204 	6686 b	5980 	5480 	5065 	4977 	5340 	5010 	4002 	3187 	2675 	2312 	: 
NAC,HH_DCH,MED_E,EL	7567 b	6787 	6796 	6400 	5976 	5900 	5595 	5540 	5703 	6083 	7791 	9823 	10298 	10190 	9717 	8810 	8880 	8700 	8180 	7271 
NAC,HH_DCH,MED_E,ES	13241 b	11809 	13055 	12689 	12519 	11825 	10723 	10414 	9897 	10187 	10707 	11072 	11519 	11861 	11451 b	9752 	9267 	8791 	8315 	: 
NAC,HH_DCH,MED_E,FI	24007 	22697 	23025 	22280 	21425 	20669 	20408 	20700 	20504 	20462 	19956 	18883 	18463 	18344 	17170 	16116 	15651 	15027 	14211 	: 
NAC,HH_DCH,MED_E,FR	19273 b	19063 	18193 b	18847 	18156 	17962 	17914 	17610 	17365 	17303 	16922 	16111 	16104 	16157 	15573 b	13188 	13658 	13224 	12542 	: 
NAC,HH_DCH,MED_E,HR	59583 b	54125 	53250 	47781 	43000 	39500 	35200 	32552 	30533 	31040 	31478 	31508 	34291 	: 	: 	: 	: 	: 	: 	: 
NAC,HH_DCH,MED_E,HU	1957542 b	1743848 	1679898 	1462400 	1253320 	1121264 	1030333 	977883 	911699 	888053 	938931 	801032 	769290 	765212 	705067 	691085 	676095 	601082 	: 	: 
NAC,HH_DCH,MED_E,IE	23538 b	21870 	21564 b	20538 	20641 	18307 	17715 	16350 	14637 	14248 	13474 	12927 	13157 	15586 	17501 	17071 	15786 	14877 	15057 	14543 
NAC,HH_DCH,MED_E,IS	: 	: 	: 	: 	4328123 	4118868 	3697286 	3329125 	3169812 	2926350 	2621999 	2605396 	2615664 	2823967 	2576416 	2284448 	1977698 	1798098 	1718241 	: 
NAC,HH_DCH,MED_E,IT	14817 b	13244 	14472 	13874 	13322 	13008 	12954 	12849 	12665 	12446 	12774 	12953 	12594 	12608 	12883 	12416 	11862 	11571 	11005 	: 
NAC,HH_DCH,MED_E,LT	8722 b	7778 	7230 	6126 	6000 	5030 	4817 	4307 	13779 	12565 	11793 	9184 	10140 	13522 	12411 	10009 	7723 	6212 	: 	: 
NAC,HH_DCH,MED_E,LU	34358 b	32484 b	27731 b	26060 	24999 	26640 	24081 b	26359 	24887 	22742 	22138 	23811 	22424 	22655 	24167 	23622 	23076 	20932 	20913 	20118 
NAC,HH_DCH,MED_E,LV	8727 b	8372 	7761 	7408 	6627 	5836 	5687 	5116 	4389 	3833 	3683 	3305 	3610 	4874 	4288 	2844 	2101 	1823 	: 	: 
NAC,HH_DCH,MED_E,ME	3083 	2700 	2823 	2692 	2679 	2467 	2312 	2225 	2037 	2066 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,HH_DCH,MED_E,MK	: 	: 	125883 	123528 	118214 	108818 	101543 	99667 	92581 	92426 	85586 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,HH_DCH,MED_E,MT	16572 b	15534 	14796 	14176 	13661 	13260 	12172 	12167 	10973 	9851 	9381 	8795 	8534 	8880 	8624 	8099 	3245 	3242 	: 	: 
NAC,HH_DCH,MED_E,NL	30158 b	28498 	24670 	23444 	22944 	22428 	21332 b	19687 	19078 	18814 	18345 	17923 	18146 	18066 	17666 	16267 	15028 	14611 	: 	: 
NAC,HH_DCH,MED_E,NO	337807 	311191 b	330715 	317299 	309853 	297898 	298771 	289878 	286479 	271181 	262020 	244074 	239786 	235610 	212199 	194785 	174003 	171582 	181997 	178766 
NAC,HH_DCH,MED_E,PL	29245 b	27414 	26328 	23022 	21092 	19423 	19362 	18384 	17419 	16810 	16415 	15926 	15037 	14229 	12160 	9981 	8982 	7891 	: 	: 
NAC,HH_DCH,MED_E,PT	9208 b	9547 b	9657 	8830 	8229 	7858 	7452 	7081 	6596 	6748 	6899 	7053 	7078 	6814 	6965 	6479 	6189 	6121 	5825 	: 
NAC,HH_DCH,MED_E,RO	21214 b	18400 	16270 	13982 	11515 	8993 	7495 	7248 	6389 	6163 	5911 	5886 	5995 	5536 	4756 	4189 	: 	: 	: 	: 
NAC,HH_DCH,MED_E,RS	: 	355500 	355556 	295076 	244084 	226810 	203875 	194845 	185355 	193090 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,HH_DCH,MED_E,SE	233714 	219075 	216619 	202498 	207124 	199260 	193042 	192180 	183338 	186102 	179298 	170103 	165431 	160129 	146512 b	138288 	129277 	125039 	122808 	: 
NAC,HH_DCH,MED_E,SI	14930 b	13724 	13160 	12635 	11804 	11181 	10837 	10804 	10218 	10101 	10344 	10107 	9825 	10042 	9206 	8295 	1870764 	1701078 	: 	: 
NAC,HH_DCH,MED_E,SK	6206 b	6225 	6754 	6443 	5875 	5563 	5357 	5356 	5263 	5371 	5647 	5153 	5001 	4645 	135572 	123286 	102189 	91589 	: 	: 
NAC,HH_DCH,MED_E,TR	: 	15617 	14736 	12609 	10561 	9576 	8324 	7255 	6535 	5830 	5592 	4992 	4400 	4286 	3920 	3684 	2982 	: 	: 	: 
NAC,HH_DCH,MED_E,UK	: 	: 	: 	: 	15120 	14591 b	13741 	12839 	12995 	11774 	12187 b	11443 	11351 	11412 	12460 	11769 	10509 	10272 	: 	: 
NAC,HH_DCH,MED_E,XK	: 	: 	: 	: 	1607 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,HH_DCH,MEI_E,AL	: 	303403 	298559 	272837 	257041 	234901 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,HH_DCH,MEI_E,AT	23544 b	22938 	22098 	21003 	21241 	20867 	19373 	19354 	19104 	18275 	18311 	17890 	17976 	17582 	16871 b	15179 	14598 	14484 	13788 	13197 
NAC,HH_DCH,MEI_E,BE	23935 b	21792 	22426 	21136 b	20796 	20298 	20114 	19283 	19378 	19686 	18059 	17504 	17376 	17074 	16530 	15886 	15860 	14853 	13578 	14311 
NAC,HH_DCH,MEI_E,BG	11235 b	10798 	10037 	9342 	7578 	7443 	5944 b	6607 	5618 	5421 	5053 	5513 	5614 	5565 	4599 	2839 	2285 	: 	: 	: 
NAC,HH_DCH,MEI_E,CH	48074 	46599 	45393 	43659 	43298 	44260 	43924 	44356 	43750 b	46436 	44978 	44561 	43022 	43791 	42311 	41177 	: 	: 	: 	: 
NAC,HH_DCH,MEI_E,CY	18631 b	16698 	17060 	16752 	14915 	14490 	14272 	14093 	14639 	16063 	17165 	16747 	16345 	16561 	9464 b	9566 	8685 	7987 	: 	: 
NAC,HH_DCH,MEI_E,CZ	306053 b	272854 	272891 	255563 	239120 	222835 	212468 	201670 	191644 	184775 	183003 	179255 	177607 	176146 	154992 	142923 	131445 	125391 	: 	: 
NAC,HH_DCH,MEI_E,DE	22977 b	22982 	24887 b	21628 	21720 	20377 	19564 	19292 	18666 	18571 	18078 	17130 	17069 	17349 	17048 	16439 	13091 	13953 	: 	: 
NAC,HH_DCH,MEI_E,DK	264536 b	239270 	230828 b	237817 	227275 	230656 	224829 	213082 	210617 	199572 	200081 	193590 b	173334 	167991 	173946 	168057 	156434 	150841 	146602 	140555 
NAC,HH_DCH,MEI_E,EE	15499 	12454 	12021 	11566 	10516 	9408 	9017 	8622 	7906 b	7018 	6256 	5682 	5769 	6287 	5724 	4767 	3765 	3177 	2865 	: 
NAC,HH_DCH,MEI_E,EL	9012 b	8055 	8165 	7533 	7259 	7260 	7040 	7052 	7343 	7348 	9138 	11131 	12070 	11898 	11572 	10567 	10789 	10323 	9433 	8677 
NAC,HH_DCH,MEI_E,ES	15422 b	14039 	14962 	14487 	14398 	13660 	12895 	12373 	11981 	11941 	12823 	13208 	13588 	13956 	13453 b	11259 	10702 	10147 	9635 	: 
NAC,HH_DCH,MEI_E,FI	26103 	24572 	24901 	24361 	22910 	22030 	21882 	21907 	21924 	21916 	21234 	20259 	19709 	19483 	18234 	17494 	17038 	15883 	15222 	: 
NAC,HH_DCH,MEI_E,FR	21927 b	21441 	20459 b	20504 	19458 	19383 	19646 	19456 	18926 	19410 	19273 	18727 	18318 	18129 	17852 b	14283 	14863 	14407 	13549 	: 
NAC,HH_DCH,MEI_E,HR	66001 b	60203 	57277 	53465 	47918 	43925 	39768 	36790 	34488 	34920 	35705 	36524 	39686 	: 	: 	: 	: 	: 	: 	: 
NAC,HH_DCH,MEI_E,HU	2278672 b	1984135 	1995258 	1707657 	1460982 	1290909 	1206833 	1118972 	1052597 	1017511 	1065663 	936332 	845748 	849743 	789089 	763941 	842070 	699245 	: 	: 
NAC,HH_DCH,MEI_E,IE	24974 b	23872 	23409 b	22619 	22212 	20546 	19368 	18228 	17036 	16093 	15363 	15267 	15861 	18113 	19733 	19790 	18288 	17051 	16662 	15653 
NAC,HH_DCH,MEI_E,IS	: 	: 	: 	: 	4583765 	4295110 	3911527 	3536198 	3340186 	3091031 	2812027 	2728195 	2836852 	3340517 	2928937 	2670854 	2150131 	1966318 	1819990 	: 
NAC,HH_DCH,MEI_E,IT	16866 b	15309 	16448 	15520 	15250 	15012 	14804 	14527 	14441 	14391 	14532 	14679 	14730 	14742 	14616 	14386 	13923 	13668 	12901 	: 
NAC,HH_DCH,MEI_E,LT	11032 b	9953 	9206 	7877 	7294 	6234 	5925 	5746 	17285 	15814 	14218 	11718 	13194 	16916 	14801 	11651 	9207 	7578 	: 	: 
NAC,HH_DCH,MEI_E,LU	39814 b	36490 b	32021 b	32309 	28891 	30879 	27939 b	30606 	28636 	27942 	26342 	27487 	26517 	26966 	27774 	26634 	26783 	24485 	24057 	22732 
NAC,HH_DCH,MEI_E,LV	10283 b	9902 	9369 	8689 	7868 	6768 	6595 	6080 	5407 	4823 	4594 	4089 	4391 	5676 	5112 	3514 	2713 	2171 	: 	: 
NAC,HH_DCH,MEI_E,ME	3546 	3175 	3298 	3146 	3105 	3223 	2909 	2780 	2695 	2648 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,HH_DCH,MEI_E,MK	: 	: 	146375 	136867 	126312 	121363 	116506 	114490 	111784 	111619 	104654 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,HH_DCH,MEI_E,MT	19643 b	17872 	17158 	15195 	14978 	14410 	13529 	13210 	12057 	10879 	9855 	9512 	9269 	9586 	9433 	8619 	3551 	3536 	: 	: 
NAC,HH_DCH,MEI_E,NL	30763 b	29696 	27618 	24852 	24216 	23934 	22462 b	21020 	20372 	19883 	19681 	19131 	19470 	19729 	19809 	17948 	16321 	15303 	: 	: 
NAC,HH_DCH,MEI_E,NO	370810 	338029 b	341654 	329561 	314170 	307588 	311457 	300408 	302689 	278560 	272547 	248632 	247928 	247014 	226320 	196571 	197424 	184695 	198867 	197677 
NAC,HH_DCH,MEI_E,PL	33239 b	31259 	30045 	26991 	24329 	23239 	22704 	21728 	20872 	20038 	19870 	19005 	18099 	17366 	15218 	12613 	11454 	10429 	: 	: 
NAC,HH_DCH,MEI_E,PT	10821 b	11125 b	11077 	10154 	9416 	9116 	8666 	8252 	7817 	7727 	8132 	8457 	8708 	8644 	8688 	8430 	8199 	8073 	7614 	: 
NAC,HH_DCH,MEI_E,RO	23639 b	21225 	18785 	16883 	13852 	10553 	9089 	8502 	7857 	7569 	7038 	7180 	7409 	6931 	5962 	5476 	: 	: 	: 	: 
NAC,HH_DCH,MEI_E,RS	: 	419191 	413536 	335666 	282617 	271818 	249947 	257055 	234832 	241594 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,HH_DCH,MEI_E,SE	243590 	228546 	221664 	209709 	211497 	212130 	202228 	195926 	188428 	188807 	180828 	170079 	167606 	166677 	152362 b	142445 	131690 	129495 	126423 	: 
NAC,HH_DCH,MEI_E,SI	15809 b	14469 	14037 	13616 	12440 	11759 	11522 	11477 	10860 	10791 	10893 	10773 	10672 	10758 	9891 	8864 	2024841 	1850468 	: 	: 
NAC,HH_DCH,MEI_E,SK	6538 b	6559 	6877 	6585 	5951 	5683 	5579 	5652 	5860 	5682 	6085 	5456 	5300 	5097 	141943 	130002 	115878 	98684 	: 	: 
NAC,HH_DCH,MEI_E,TR	: 	23427 	21808 	18114 	15775 	14186 	12200 	10498 	9283 	8405 	7972 	7148 	6313 	6083 	5547 	5206 	4351 	: 	: 	: 
NAC,HH_DCH,MEI_E,UK	: 	: 	: 	: 	18110 	17167 b	15635 	15387 	14692 	13522 	13826 b	14109 	13678 	13263 	14509 	13223 	11890 	12157 	: 	: 
NAC,HH_DCH,MEI_E,XK	: 	: 	: 	: 	2124 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,HH_NDCH,MED_E,AL	: 	251067 	261730 	228571 	213851 	196581 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,HH_NDCH,MED_E,AT	18837 b	17402 	18210 	17122 	16878 	17284 	16053 	15855 	15952 	14191 	14834 	14033 	13837 	13251 	12970 b	11541 	12001 	11366 	11350 	10614 
NAC,HH_NDCH,MED_E,BE	14028 b	13186 	14400 	13349 b	12801 	10933 	10432 	10869 	11830 	11703 	11620 	11842 	11464 	11860 	10503 	10362 	9789 	10009 	9193 	7599 
NAC,HH_NDCH,MED_E,BG	7756 b	7640 	7029 	6432 	4985 	5125 	4338 b	4697 	4300 	4273 	4031 	4179 	4454 	4297 	3126 	2030 	1793 	: 	: 	: 
NAC,HH_NDCH,MED_E,CH	35965 	36772 	39235 	36700 	35763 	36572 	37521 	40165 	39930 b	43220 	42427 	40019 	39841 	42828 	39574 	40161 	: 	: 	: 	: 
NAC,HH_NDCH,MED_E,CY	10901 b	9913 	10007 	10055 	9608 	7772 	7941 	7729 	8451 	9830 	11447 	12140 	11443 	12445 	7553 b	6548 	6004 	5413 	: 	: 
NAC,HH_NDCH,MED_E,CZ	231204 b	203367 	198300 	182422 	169700 	151693 	149566 	140452 	133585 	128513 	129060 	128762 	128183 	131263 	126600 	110967 	101187 	97705 	: 	: 
NAC,HH_NDCH,MED_E,DE	17891 b	17582 	19518 b	16341 	14777 	14945 	13909 	12179 	11087 	10643 	11587 	10936 	10837 	9959 	9661 	9456 	5969 	8300 	: 	: 
NAC,HH_NDCH,MED_E,DK	183067 b	166198 	157357 b	152985 	160708 	137380 	124771 	121985 	119991 	115906 	122794 	134671 b	129057 	114952 	134792 	132176 	129391 	125097 	118225 	110911 
NAC,HH_NDCH,MED_E,EE	11671 	9339 	9819 	9069 	8419 	7468 	6530 	5882 	4933 b	4540 	4142 	3822 	4112 	5119 	4595 	3662 	2966 	2300 	1786 	: 
NAC,HH_NDCH,MED_E,EL	5035 b	4067 	4092 	3667 	3100 	2785 	2395 	2350 	2225 	2474 	3200 	4880 	6400 	6067 	6100 	6000 	5800 	5667 	5167 	4799 
NAC,HH_NDCH,MED_E,ES	9651 b	8535 	9312 	8534 	8146 	7807 	7190 	7281 	7467 	8233 	8961 	8899 	10336 	11241 	11010 b	8228 	8264 	7715 	6650 	: 
NAC,HH_NDCH,MED_E,FI	16571 	15941 	16509 	16314 	15581 	14765 	14557 	14985 	15372 	15154 	15157 	14635 	14429 	15871 	14767 	12779 	12455 	12217 	11395 	: 
NAC,HH_NDCH,MED_E,FR	7952 b	6501 	7005 b	10951 	10737 	11207 	10631 	11327 	10490 	10898 	11286 	11326 	11015 	10921 	10884 b	7476 	6641 	7002 	7146 	: 
NAC,HH_NDCH,MED_E,HR	45173 b	36440 	37120 	32886 	29360 	28400 	25533 	24917 	23613 	23176 	23616 	23891 	27440 	: 	: 	: 	: 	: 	: 	: 
NAC,HH_NDCH,MED_E,HU	1742582 b	1572634 	1500144 	1211945 	1075949 	1040133 	963899 	861010 	780000 	684000 	693728 	652553 	600000 	646950 	587453 	622947 	558395 	484998 	: 	: 
NAC,HH_NDCH,MED_E,IE	21188 b	19179 	21052 b	19816 	19886 	16092 	13605 	13467 	11417 	10709 	10507 	11512 	13518 	16602 	19656 	18781 	17322 	16101 	15173 	14027 
NAC,HH_NDCH,MED_E,IS	: 	: 	: 	: 	4437323 	4279285 	3912681 	3524208 	3249795 	2913213 	2640487 	2622882 	2803781 	3130895 	2725882 	2379981 	2069767 	1938413 	1784932 	: 
NAC,HH_NDCH,MED_E,IT	9497 b	8916 	10120 	9604 	9162 	8919 	8375 	8029 	7973 	8223 	8887 	8709 	9457 	9534 	9173 	8813 	8637 	8601 	8220 	: 
NAC,HH_NDCH,MED_E,LT	7776 b	7293 	6680 	6099 	5257 	5142 	4413 	4003 	12849 	11871 	9913 	8072 	8430 	12391 	11230 	8933 	5408 	4187 	: 	: 
NAC,HH_NDCH,MED_E,LU	33857 b	26055 b	18202 b	18470 	15904 	17100 	17771 b	21307 	20598 	20059 	19822 	19117 	20827 	18860 	18897 	19996 	18988 	20385 	18273 	17004 
NAC,HH_NDCH,MED_E,LV	6642 b	6651 	6457 	6185 	5663 	5106 	4534 	4286 	3968 	3358 	2932 	2543 	2926 	4337 	3984 	2652 	2043 	1319 	: 	: 
NAC,HH_NDCH,MED_E,ME	3663 	3038 	3026 	2880 	2520 	2167 	2100 	2109 	1920 	1879 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,HH_NDCH,MED_E,MK	: 	: 	142250 	129614 	127600 	119128 	106766 	98452 	83098 	74193 	71760 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,HH_NDCH,MED_E,MT	15016 b	13569 	13193 	11885 	11093 	11063 	10599 	10589 	10350 	9714 	9534 	9144 	9073 	9787 	9159 	7953 	3501 	3244 	: 	: 
NAC,HH_NDCH,MED_E,NL	20146 b	19943 	19000 	16999 	16489 	16460 	15329 b	13995 	14246 	14874 	14728 	15193 	15333 	16162 	15041 	14437 	13858 	13343 	: 	: 
NAC,HH_NDCH,MED_E,NO	277611 	268571 b	294785 	266665 	225387 	245479 	239251 	240416 	247617 	235183 	224088 	180103 	202820 	219099 	198193 	175467 	140149 	171187 	174579 	182041 
NAC,HH_NDCH,MED_E,PL	27963 b	23762 	21672 	19738 	17347 	16460 	15233 	13646 	13980 	13867 	13287 	12263 	11980 	11109 	9245 	7143 	5851 	4704 	: 	: 
NAC,HH_NDCH,MED_E,PT	6331 b	5579 b	5600 	5091 	4475 	3890 	3495 	3321 	3440 	3786 	4176 	5004 	4980 	5329 	4909 	4432 	4278 	4528 	4262 	: 
NAC,HH_NDCH,MED_E,RO	16900 b	14740 	13375 	11900 	10042 	7933 	7141 	6169 	5550 	5129 	4664 	4400 	4747 	4025 	3469 	2967 	: 	: 	: 	: 
NAC,HH_NDCH,MED_E,RS	: 	282600 	259200 	224277 	174088 	140000 	134640 	118921 	116049 	134133 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,HH_NDCH,MED_E,SE	187130 	156989 	165934 	155925 	156952 	163984 	150307 	139047 	135311 	136275 	137439 	122987 	126121 	135695 	123016 b	126249 	130928 	123756 	120118 	: 
NAC,HH_NDCH,MED_E,SI	9509 b	8307 	8266 	7561 	6856 	6672 	6370 	6075 	6136 	5944 	6232 	6809 	6418 	6951 	5903 	5488 	1252731 	1124394 	: 	: 
NAC,HH_NDCH,MED_E,SK	5918 b	5446 	6536 	6363 	6061 	6003 	5433 	5313 	5647 	5021 	5399 	4823 	4752 	4362 	118884 	109058 	95180 	79543 	: 	: 
NAC,HH_NDCH,MED_E,TR	: 	14878 	14722 	12659 	11237 	10000 	8692 	7694 	6978 	6235 	6191 	5444 	4893 	4795 	4320 	4079 	3327 	: 	: 	: 
NAC,HH_NDCH,MED_E,UK	: 	: 	: 	: 	15641 	15610 b	14075 	14064 	14102 	12847 	11856 b	12395 	12296 	12498 	12601 	11851 	11082 	9955 	: 	: 
